,0,1,2,3,4,5,6,7
2,3,唐新能源,1509,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201703
3,4,江淮iEV,1501,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201703
4,5,比亚迪e6,1067,比亚迪,0.00,0.00,https://www.16888.com/57330/options/,201703
5,6,众泰E200,838,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201703
6,7,江铃E200L,466,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201703
7,8,荣威e550,260,上汽集团,0.00,0.00,https://www.16888.com/127264/options/,201703
8,9,腾势,250,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201703
9,10,众泰Z500新能源,227,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201703
10,11,云100,31,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201703
11,12,江淮iEV6S,1,江淮汽车,0.00,0.00,https://www.16888.com/127182/options/,201703
0,1,北汽新能源EC,4351,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201704
1,2,知豆D2,3709,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201704
2,3,帝豪新能源,2586,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201704
3,4,比亚迪e5,2512,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201704
4,5,江淮iEV,2017,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201704
5,6,唐新能源,1534,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201704
6,7,众泰E200,1129,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201704
7,8,奇瑞eQ,1035,奇瑞新能源,15.99,17.19,https://www.16888.com/126754/options/,201704
8,9,比亚迪e6,821,比亚迪,0.00,0.00,https://www.16888.com/57330/options/,201704
9,10,江铃E200L,603,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201704
10,11,众泰Z500新能源,304,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201704
11,12,宋新能源,218,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201704
12,13,腾势,166,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201704
13,14,云100,136,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201704
14,15,荣威e550,111,上汽集团,0.00,0.00,https://www.16888.com/127264/options/,201704
15,16,VELITE 5,67,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201704
0,1,知豆D2,4471,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201705
1,2,北汽新能源EC,3895,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201705
2,3,比亚迪e5,3131,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201705
3,4,帝豪新能源,3015,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201705
4,5,江淮iEV,2756,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201705
5,6,宋新能源,2121,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201705
6,7,芝麻,1763,众泰新能源,0.00,0.00,https://www.16888.com/126974/options/,201705
7,8,奇瑞eQ,1660,奇瑞新能源,15.99,17.19,https://www.16888.com/126754/options/,201705
8,9,唐新能源,1589,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201705
9,10,众泰E200,1086,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201705
10,11,江铃E100B,802,江铃集团新能源,0.00,0.00,https://www.16888.com/126854/options/,201705
11,12,奔奔EV,768,长安汽车,4.98,8.18,https://www.16888.com/127750/options/,201705
12,13,比亚迪e6,652,比亚迪,0.00,0.00,https://www.16888.com/57330/options/,201705
13,14,江铃E200L,601,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201705
14,15,云100,301,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201705
15,16,众泰Z500新能源,261,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201705
16,17,VELITE 5,119,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201705
17,18,腾势,83,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201705
18,19,全球鹰K11,50,康迪电动汽车集团,15.28,18.18,https://www.16888.com/127022/options/,201705
19,20,全球鹰K12,8,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127525/options/,201705
20,21,全球鹰K17,4,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127524/options/,201705
21,22,全球鹰K10,1,康迪电动汽车集团,15.08,15.08,https://www.16888.com/127023/options/,201705
0,1,宋新能源,4741,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201706
1,2,知豆D2,4714,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201706
2,3,比亚迪e5,3206,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201706
3,4,江淮iEV,3001,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201706
4,5,北汽新能源EC,2581,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201706
5,6,云100,1861,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201706
6,7,唐新能源,1573,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201706
7,8,众泰E200,1568,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201706
8,9,江铃E100B,1153,江铃集团新能源,0.00,0.00,https://www.16888.com/126854/options/,201706
9,10,江铃E200L,759,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201706
10,11,比亚迪e6,723,比亚迪,0.00,0.00,https://www.16888.com/57330/options/,201706
11,12,帝豪新能源,478,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201706
12,13,奔奔EV,451,长安汽车,4.98,8.18,https://www.16888.com/127750/options/,201706
13,14,腾势,384,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201706
14,15,全球鹰K17,315,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127524/options/,201706
15,16,芝麻,314,众泰新能源,0.00,0.00,https://www.16888.com/126974/options/,201706
16,17,众泰Z500新能源,273,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201706
17,18,VELITE 5,170,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201706
18,19,传祺GA3S PHEV,108,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,201706
19,20,晨风,4,东风启辰,24.28,26.18,https://www.16888.com/126590/options/,201706
20,21,荣威e550,1,上汽集团,0.00,0.00,https://www.16888.com/127264/options/,201706
0,1,宋新能源,6616,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201707
1,2,北汽新能源EC,4068,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201707
2,3,知豆D2,3796,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201707
3,4,比亚迪e5,2946,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201707
4,5,江淮iEV,2462,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201707
5,6,帝豪新能源,1715,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201707
6,7,众泰E200,1281,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201707
7,8,云100,1079,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201707
8,9,唐新能源,977,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201707
9,10,奔奔EV,689,长安汽车,4.98,8.18,https://www.16888.com/127750/options/,201707
10,11,江铃E200L,524,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201707
11,12,路盛S1 EV160B,523,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,201707
12,13,江铃E100B,454,江铃集团新能源,0.00,0.00,https://www.16888.com/126854/options/,201707
13,14,VELITE 5,382,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201707
14,15,芝麻,349,众泰新能源,0.00,0.00,https://www.16888.com/126974/options/,201707
15,16,众泰Z500新能源,337,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201707
16,17,江铃E160,257,江铃集团新能源,0.00,0.00,https://www.16888.com/127754/options/,201707
17,18,比亚迪e6,189,比亚迪,0.00,0.00,https://www.16888.com/57330/options/,201707
18,19,腾势,58,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201707
19,20,传祺GE3,32,广汽埃安,0.00,0.00,https://www.16888.com/127748/options/,201707
20,21,传祺GA3S PHEV,31,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,201707
21,22,宝骏E100,26,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,201707
22,23,江淮iEV6S,8,江淮汽车,0.00,0.00,https://www.16888.com/127182/options/,201707
23,24,全球鹰K17,1,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127524/options/,201707
0,1,北汽新能源EC,6726,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201708
1,2,宋新能源,5434,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201708
2,3,知豆D2,5018,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201708
3,4,帝豪新能源,4114,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201708
4,5,江淮iEV,2603,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201708
5,6,奇瑞eQ,2245,奇瑞新能源,15.99,17.19,https://www.16888.com/126754/options/,201708
6,7,比亚迪e5,2203,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201708
7,8,全球鹰K17,1720,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127524/options/,201708
8,9,全球鹰K12,1493,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127525/options/,201708
9,10,奔奔EV,1274,长安汽车,4.98,8.18,https://www.16888.com/127750/options/,201708
10,11,江铃E100B,1147,江铃集团新能源,0.00,0.00,https://www.16888.com/126854/options/,201708
11,12,路盛S1 EV160B,949,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,201708
12,13,唐新能源,905,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201708
13,14,众泰E200,866,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201708
14,15,江铃E200L,809,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201708
15,16,众泰Z500新能源,748,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201708
16,17,宝骏E100,674,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,201708
17,18,腾势,560,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201708
18,19,芝麻,307,众泰新能源,0.00,0.00,https://www.16888.com/126974/options/,201708
19,20,传祺GE3,193,广汽埃安,0.00,0.00,https://www.16888.com/127748/options/,201708
20,21,江铃E160,187,江铃集团新能源,0.00,0.00,https://www.16888.com/127754/options/,201708
21,22,比亚迪e6,165,比亚迪,0.00,0.00,https://www.16888.com/57330/options/,201708
22,23,云100,114,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201708
23,24,传祺GA3S PHEV,71,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,201708
24,25,VELITE 5,64,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201708
0,1,北汽新能源EC,9143,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201709
1,2,知豆D2,5084,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201709
2,3,宋新能源,4117,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201709
3,4,江淮iEV,2745,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201709
4,5,奇瑞eQ,2596,奇瑞新能源,15.99,17.19,https://www.16888.com/126754/options/,201709
5,6,全球鹰K12,2525,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127525/options/,201709
6,7,帝豪新能源,2437,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201709
7,8,比亚迪e5,2288,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201709
8,9,江铃E100B,1692,江铃集团新能源,0.00,0.00,https://www.16888.com/126854/options/,201709
9,10,奔奔EV,1626,长安汽车,4.98,8.18,https://www.16888.com/127750/options/,201709
10,11,路盛S1 EV160B,1563,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,201709
11,12,宝骏E100,1562,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,201709
12,13,众泰E200,1167,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201709
13,14,唐新能源,1077,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201709
14,15,全球鹰K17,1026,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127524/options/,201709
15,16,云100,684,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201709
16,17,芝麻,653,众泰新能源,0.00,0.00,https://www.16888.com/126974/options/,201709
17,18,众泰Z500新能源,599,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201709
18,19,江铃E200L,533,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201709
19,20,腾势,402,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201709
20,21,传祺GE3,399,广汽埃安,0.00,0.00,https://www.16888.com/127748/options/,201709
21,22,VELITE 5,364,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201709
22,23,江淮iEV6S,276,江淮汽车,0.00,0.00,https://www.16888.com/127182/options/,201709
23,24,传祺GA3S PHEV,182,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,201709
24,25,比亚迪e6,156,比亚迪,0.00,0.00,https://www.16888.com/57330/options/,201709
25,26,江铃E160,140,江铃集团新能源,0.00,0.00,https://www.16888.com/127754/options/,201709
26,27,东风风神E70,2,东风乘用车,14.28,15.38,https://www.16888.com/127868/options/,201709
0,1,北汽新能源EC,11315,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201710
1,2,知豆D2,4502,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201710
2,3,宋新能源,3328,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201710
3,4,江淮iEV,3135,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201710
4,5,比亚迪e5,2386,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201710
5,6,众泰E200,2349,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201710
6,7,路盛S1 EV160B,2112,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,201710
7,8,奇瑞eQ,1996,奇瑞新能源,15.99,17.19,https://www.16888.com/126754/options/,201710
8,9,江铃E160,1799,江铃集团新能源,0.00,0.00,https://www.16888.com/127754/options/,201710
9,10,江铃E100B,1755,江铃集团新能源,0.00,0.00,https://www.16888.com/126854/options/,201710
10,11,帝豪新能源,1742,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201710
11,12,宝骏E100,1724,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,201710
12,13,全球鹰K12,1638,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127525/options/,201710
13,14,全球鹰K11,1304,康迪电动汽车集团,15.28,18.18,https://www.16888.com/127022/options/,201710
14,15,奔奔EV,1244,长安汽车,4.98,8.18,https://www.16888.com/127750/options/,201710
15,16,全球鹰K10,1146,康迪电动汽车集团,15.08,15.08,https://www.16888.com/127023/options/,201710
16,17,比亚迪e6,1016,比亚迪,0.00,0.00,https://www.16888.com/57330/options/,201710
17,18,唐新能源,868,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201710
18,19,腾势,664,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201710
19,20,众泰Z500新能源,536,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201710
20,21,传祺GE3,488,广汽埃安,0.00,0.00,https://www.16888.com/127748/options/,201710
21,22,芝麻,426,众泰新能源,0.00,0.00,https://www.16888.com/126974/options/,201710
22,23,云100,276,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201710
23,24,江铃E200L,246,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201710
24,25,全球鹰K17,240,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127524/options/,201710
25,26,传祺GA3S PHEV,193,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,201710
26,27,VELITE 5,132,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201710
27,28,东风风神E70,131,东风乘用车,14.28,15.38,https://www.16888.com/127868/options/,201710
28,29,江淮iEV6S,112,江淮汽车,0.00,0.00,https://www.16888.com/127182/options/,201710
0,1,北汽新能源EC,15719,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201711
1,2,江淮iEV,5467,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201711
2,3,知豆D2,4095,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201711
3,4,奇瑞eQ,3372,奇瑞新能源,15.99,17.19,https://www.16888.com/126754/options/,201711
4,5,宋新能源,3367,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201711
5,6,云100,3099,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201711
6,7,众泰E200,2651,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201711
7,8,帝豪新能源,2570,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201711
8,9,路盛S1 EV160B,2408,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,201711
9,10,江铃E200L,2356,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201711
10,11,全球鹰K12,2194,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127525/options/,201711
11,12,宝骏E100,1915,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,201711
12,13,比亚迪e5,1806,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201711
13,14,唐新能源,1758,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201711
14,15,比亚迪e6,1416,比亚迪,0.00,0.00,https://www.16888.com/57330/options/,201711
15,16,江铃E100B,1397,江铃集团新能源,0.00,0.00,https://www.16888.com/126854/options/,201711
16,17,芝麻,1201,众泰新能源,0.00,0.00,https://www.16888.com/126974/options/,201711
17,18,众泰Z500新能源,970,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201711
18,19,腾势,894,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201711
